,Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality
490,490,3BHKApartment,3,Semi-Furnished,Family,2200 sqft,"32,000","SRISAIRAMTowers,IndraReddyAlwynColony,Miyapur,NH"
491,491,2BHKBuilderFloor,2,Furnished,Bachelors/Family,1130 sqft,"18,000",Adibatla
492,492,3BHKApartment,2,Semi-Furnished,Family,1875 sqft,"40,000",Shaikpet
493,493,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1275 sqft,"13,000","GaghanPahad,RajendraNagar,OuterRingRoad"
494,494,3BHKApartment,2,Unfurnished,Bachelors/Family,1510 sqft,"22,000","Hafeezpet,NH"
495,495,3BHKApartment,3,Semi-Furnished,Bachelors,1800 sqft,"30,000","KrishnaNagar,Yousufguda"
496,496,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1500 sqft,"12,000","Bachupally,OuterRingRoad"
497,497,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"12,000",Adibatla
498,498,2BHKBuilderFloor,1,Unfurnished,Bachelors/Family,1100 sqft,"10,000","MallaReddyColony,Secunderabad"
499,499,3BHKApartment,1,Furnished,Bachelors/Family,1198 sqft,"36,000","MantriCelestia,Gachibowli,OuterRingRoad"
500,500,2BHKApartment,2,Unfurnished,Bachelors,1500 sqft,"12,000","BuddhaNagarColony,Boduppal"
501,501,2BHKBuilderFloor,1,Furnished,Bachelors/Family,850 sqft,"25,000",Mehdipatnam
502,502,2BHKBuilderFloor,1,Furnished,Bachelors/Family,850 sqft,"28,000",Mehdipatnam
503,503,2BHKApartment,1,Unfurnished,Bachelors/Family,600 sqft,"15,000",
504,504,3BHKApartment,2,Unfurnished,Bachelors,1600 sqft,"15,000",DrA.S.RaoNagar
505,505,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1300 sqft,"12,000","Bachupally,OuterRingRoad"
506,506,3BHKBuilderFloor,3,Furnished,Bachelors/Family,2400 sqft,"30,000",Marredpally
507,507,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1660 sqft,"18,000","Boduppal,NH"
508,508,2BHKApartment,2,Unfurnished,Bachelors/Family,1150 sqft,"14,000",Nizampet
509,509,3BHKBuilderFloor,1,Unfurnished,Bachelors/Family,1620 sqft,"15,000","FortView,Hydershakote,Bandlaguda,ChevellaRoad"
510,510,2BHKBuilderFloor,1,Furnished,Bachelors/Family,850 sqft,"28,000",Mehdipatnam
511,511,3BHKApartment,2,Semi-Furnished,Family,1400 sqft,"18,000",Nagole
512,512,2BHKApartment,1,Furnished,Bachelors/Family,850 sqft,"30,000",Hakimpet-Hyderabad
513,513,3BHKApartment,1,Unfurnished,Bachelors/Family,1375 sqft,"22,000","QuadriHappyHomesParadise,Amberpet"
514,514,2BHKApartment,2,Furnished,Family,1125 sqft,"19,000",Gajularamaram
515,515,3BHKApartment,1,Semi-Furnished,Bachelors,1675 sqft,"30,000","Ameerpet,NH"
516,516,3BHKApartment,2,Unfurnished,Bachelors/Family,1600 sqft,"18,000","Rasoolpura,MahatmaGandhiRoad"
517,517,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1550 sqft,"23,000",KPHBColony
518,518,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1834 sqft,"42,000","Narsingi,OuterRingRoad"
519,519,3BHKApartment,3,Furnished,Bachelors/Family,2000 sqft,"24,000","Pocharam,NH"
520,520,3BHKApartment,2,Unfurnished,Bachelors/Family,1800 sqft,"14,000","Boduppal,NH"
521,521,3BHKServiceApartment,2,Unfurnished,Bachelors/Family,1600 sqft,"16,000","Chandanagar,NH"
522,522,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1400 sqft,"25,000","RaghavendraColony,NH"
523,523,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1400 sqft,"21,500",Puppalaguda
524,524,3BHKApartment,2,Furnished,Bachelors,1600 sqft,"40,000","MyHomeAvatar,Narsingi,OuterRingRoad"
525,525,2BHKApartment,2,Furnished,Bachelors,1162 sqft,"30,000","AliensFastTrack,Madhapur"
526,526,2BHKApartment,3,Unfurnished,Bachelors,1461 sqft,"23,000","KKRsFountainhead,Miyapur,NH"
527,527,3BHKApartment,3,Semi-Furnished,Bachelors/Family,2358 sqft,"35,000","PearlCelestial,Kokapet,OuterRingRoad"
528,528,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"12,000",militarydairyfarmrd
529,529,2BHKApartment,1,Unfurnished,Bachelors/Family,1150 sqft,"15,000","SkandaSrinivasam,Isnapur,OuterRingRoad"
530,530,3BHKApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"19,000","Madinaguda,Hafeezpet,NH"
531,531,3BHKApartment,2,Furnished,Bachelors/Family,2260 sqft,"50,000","GreenGrace,Gachibowli,OuterRingRoad"
532,532,2BHKApartment,2,Semi-Furnished,Family,1205 sqft,"22,000","VazhraaNirmaanPushpak,MadhuraNagar-Nizampet"
533,533,2BHKApartment,2,Unfurnished,Bachelors,600 sqft,"16,000",Papulguda
534,534,2BHKApartment,2,Semi-Furnished,Bachelors,1360 sqft,"18,000",HumayunNagar
535,535,2BHKApartment,2,Furnished,Bachelors/Family,1200 sqft,"23,000","PadmaraoNagar,Hyderabad-KarimnagarHighway"
536,536,3BHKBuilderFloor,1,Semi-Furnished,Bachelors,1200 sqft,"17,000","NewBowenpally,NH"
537,537,3BHKApartment,4,Semi-Furnished,Bachelors/Family,1961 sqft,"45,000","Punjagutta,NH"
538,538,3BHKApartment,2,Unfurnished,Bachelors/Family,1400 sqft,"25,000","Manikonda,OuterRingRoad"
539,539,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1300 sqft,"22,000","ShankaraKranthiApartment,Kavadiguda,NH"
540,540,3BHKApartment,2,Unfurnished,Bachelors,1450 sqft,"21,000",Shaikpet
541,541,3BHKApartment,1,Semi-Furnished,Bachelors,1711 sqft,"33,000","ITHeights,KhajaGuda,OuterRingRoad"
542,542,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1600 sqft,"25,000","HimayathNagar,NH"
543,543,3BHKApartment,1,Semi-Furnished,Bachelors,2540 sqft,"45,000","Narsingi,OuterRingRoad"
544,544,3BHKApartment,2,Furnished,Bachelors,1400 sqft,"17,500","SunCity,Bandlaguda,ChevellaRoad"
545,545,3BHKApartment,2,Unfurnished,Bachelors,1670 sqft,"25,000","Upparpally,HyderabadExpressway"
546,546,2BHKApartment,2,Semi-Furnished,Family,1314 sqft,"30,000","Narsingi,OuterRingRoad"
547,547,3BHKApartment,2,Unfurnished,Bachelors,2150 sqft,"42,000","TheLegendSomajigudaI,Somajiguda,NH"
548,548,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1500 sqft,"35,000",ShivamRd
549,549,2BHKApartment,1,Furnished,Bachelors,900 sqft,"26,000",Hakimpet-Hyderabad
550,550,3BHKApartment,2,Furnished,Bachelors/Family,2200 sqft,"30,000","Miyapur,NH"
551,551,3BHKApartment,2,Semi-Furnished,Bachelors,2540 sqft,"45,000","NCCUrbanOne,Narsingi,OuterRingRoad"
552,552,3BHKApartment,2,Unfurnished,Bachelors,1715 sqft,"28,000","Habsiguda,NH"
553,553,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1314 sqft,"31,000","MyHomeAvatar,Narsingi,OuterRingRoad"
554,554,2BHKApartment,1,Semi-Furnished,Bachelors,1314 sqft,"30,000","MyHomeAvatar,Narsingi,OuterRingRoad"
555,555,2BHKApartment,1,Unfurnished,Bachelors/Family,1350 sqft,"15,000","Bandlaguda,Nagole,SrisailamHighway"
556,556,4BHKApartment,2,Furnished,Bachelors/Family,2000 sqft,"35,000",KPHBRoad
557,557,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1600 sqft,"22,000",Gopanapalli
558,558,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1530 sqft,"25,000","KukatpallyHousingBoardColony,NH"
559,559,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1300 sqft,"13,000","Ramanthapur,NH"
560,560,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1300 sqft,"15,000",RahatNagar-Amberpet
561,561,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1000 sqft,"14,000","RadhaKrishnaNagar-Attapur,Attapur"
562,562,3BHKApartment,3,Semi-Furnished,Bachelors,2100 sqft,"27,000","SMRSartajPlaza,Bowenpally"
563,563,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1834 sqft,"34,000","MyHomeAvatar,Narsingi,OuterRingRoad"
564,564,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1665 sqft,"20,000",Puppalaguda
565,565,2BHKApartment,3,Furnished,Bachelors/Family,1135 sqft,"27,000","JayaNagar,Kukatpally,NH"
566,566,2BHKBuilderFloor,1,Unfurnished,Bachelors,1000 sqft,"11,000",Gajularamaram
567,567,3BHKApartment,1,Unfurnished,Bachelors,1350 sqft,"20,000",Attapur
568,568,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1400 sqft,"25,000","Ameerpet,NH"
569,569,3BHKApartment,2,Furnished,Bachelors/Family,1800 sqft,"38,000","AparnaSarovar,Nalagantla"
570,570,2BHKBuilderFloor,1,Furnished,Bachelors/Family,850 sqft,"28,000",Mehdipatnam
571,571,2BHKApartment,1,Furnished,Family,1210 sqft,"15,000","Bachupally,OuterRingRoad"
572,572,2BHKApartment,1,Furnished,Family,1500 sqft,"25,000","BasheerBagh,NH"
573,573,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1614 sqft,"16,000",Gajularamaram
574,574,3BHKApartment,1,Unfurnished,Bachelors,1650 sqft,"30,000","SMREmpire,WestMarredpally"
575,575,3BHKApartment,1,Semi-Furnished,Bachelors,1477 sqft,"8,500",JanapriyaLakefront
576,576,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1416 sqft,"16,000",Nizampet
577,577,2BHKApartment,2,Furnished,Bachelors,1477 sqft,"13,500","VictoryEstates,Jeedimetla,NH"
578,578,2BHKApartment,1,Unfurnished,Bachelors/Family,870 sqft,"12,500","VasathiAnandi,Appajunction"
579,579,2BHKApartment,1,Semi-Furnished,Bachelors,1250 sqft,"40,000","SMRVinayTechnopolis,Madhapur"
580,580,2BHKApartment,2,Unfurnished,Bachelors,1100 sqft,"11,000","Pocharam,NH"
581,581,3BHKApartment,2,Semi-Furnished,Bachelors,1800 sqft,"18,000",Nizampet
582,582,3BHKApartment,2,Semi-Furnished,Family,1800 sqft,"24,000","Narsingi,OuterRingRoad"
583,583,2BHKApartment,2,Semi-Furnished,Bachelors,1150 sqft,"27,000","MuppasAlankrita,Narsingi,OuterRingRoad"
584,584,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1080 sqft,"9,000",Gajularamaram
585,585,4BHKApartment,2,Semi-Furnished,Bachelors/Family,2600 sqft,"21,000",Trimulgherry
586,586,3BHKApartment,3,Semi-Furnished,Family,1345 sqft,"19,000","RahejaVistas,Nacharam"
587,587,2BHKApartment,2,Unfurnished,Bachelors,1400 sqft,"24,000","UshodayaEnclave,Hafeezpet"
588,588,3BHKApartment,2,Furnished,Family,1625 sqft,"16,500",Nizampet
589,589,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1000 sqft,"7,000",Badangpet
590,590,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"26,000","Erragadda,NH"
591,591,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1625 sqft,"16,500",BandariLayout
592,592,4BHKPenthouse,2,Furnished,Bachelors/Family,2300 sqft,"50,000","Domalguda,HimayathNagar,NH"
593,593,3BHKApartment,2,Unfurnished,Bachelors,1860 sqft,"42,500","VajrasJasmineCounty,Gachibowli,OuterRingRoad"
594,594,3BHKApartment,1,Furnished,Bachelors/Family,1575 sqft,"50,000","AdityaEmpressTowers,Shaikpet"
595,595,3BHKApartment,2,Furnished,Family,1600 sqft,"35,000","BanjaraHills,NH"
596,596,3BHKApartment,3,Unfurnished,Bachelors,1435 sqft,"20,000",DrA.S.RaoNagar
597,597,3BHKApartment,3,Unfurnished,Bachelors/Family,1275 sqft,"20,000",Boiguda
598,598,3BHKApartment,2,Semi-Furnished,Family,2090 sqft,"40,000","L&TSereneCounty,TelecomNagar,Gachibowli,OuterRingRoad"
599,599,3BHKApartment,1,Semi-Furnished,Family,2425 sqft,"45,000","MeenakshiSkyLounge,BikshapathiNagar,Hafeezpet"
600,600,2BHKBuilderFloor,2,Furnished,Bachelors/Family,1000 sqft,"22,000",HitechCity
601,601,2BHKApartment,1,Semi-Furnished,Bachelors,1200 sqft,"25,000",Madhapur
602,602,3BHKApartment,3,Furnished,Bachelors/Family,1550 sqft,"28,000","DDColony,Amberpet"
603,603,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1900 sqft,"35,000","AdityaImperialHeights,Hafeezpet,NH"
604,604,2BHKApartment,1,Semi-Furnished,Bachelors/Family,850 sqft,"10,000",Attapur
605,605,3BHKApartment,2,Unfurnished,Family,1400 sqft,"14,000",Attapur
606,606,2BHKApartment,1,Unfurnished,Bachelors,990 sqft,"12,000",Nizampet
607,607,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1477 sqft,"13,000",PragathiNagar
608,608,2BHKApartment,1,Semi-Furnished,Family,1100 sqft,"16,000","Chandanagar,NH"
609,609,2BHKApartment,2,Semi-Furnished,Bachelors/Family,975 sqft,"16,000","Lingampally-Serilingampally,NH"
610,610,1BHKPenthouse,2,Semi-Furnished,Bachelors/Family,1477 sqft,"6,500","BanjaraHills,NH"
611,611,3BHKApartment,3,Semi-Furnished,Bachelors,1900 sqft,"38,000","LodhaMeridian,KukatpallyHousingBoardColony,NH"
612,612,3BHKApartment,2,Furnished,Bachelors/Family,1500 sqft,"45,000",MasabTank
613,613,1BHKApartment,1,Unfurnished,Bachelors,1477 sqft,"12,500",Madhapur
614,614,2BHKApartment,1,Unfurnished,Bachelors/Family,1100 sqft,"15,000","Madinaguda,Hafeezpet,NH"
615,615,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1750 sqft,"23,000","AnjaniTowers,Ameerpet,NH"
616,616,3BHKApartment,3,Semi-Furnished,Bachelors/Family,1600 sqft,"25,000",Himayatnagar
617,617,3BHKApartment,3,Semi-Furnished,Bachelors,2000 sqft,"20,000",BandlagudaJagir
618,618,3BHKApartment,3,Semi-Furnished,Bachelors/Family,1715 sqft,"21,000",MIGHColony-Mehdipatnam
619,619,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1834 sqft,"38,000","Narsingi,OuterRingRoad"
620,620,2BHKApartment,1,Semi-Furnished,Bachelors,1350 sqft,"16,000","Manikonda,OuterRingRoad"
621,621,3BHKBuilderFloor,1,Semi-Furnished,Bachelors/Family,1560 sqft,"25,000",NewMallepally
622,622,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"30,000",Madhapur
623,623,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"18,000","HimayathNagar,NH"
624,624,3BHKApartment,2,Semi-Furnished,Bachelors,1600 sqft,"36,000","MyHomeVihanga,Gachibowli,OuterRingRoad"
625,625,2BHKApartment,2,Unfurnished,Bachelors,1025 sqft,"15,400",Begumpet
626,626,1BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1477 sqft,"7,000",New
627,627,3BHKApartment,2,Unfurnished,Bachelors/Family,1800 sqft,"19,000",PanjaguttaColony
628,628,3BHKApartment,3,Semi-Furnished,Bachelors/Family,1800 sqft,"22,000",Attapur
629,629,3BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"25,000",Hitex
630,630,3BHKApartment,2,Semi-Furnished,Bachelors,2600 sqft,"40,000","BanjaraHills,NH"
631,631,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1477 sqft,"16,000",AnjaneyanagarColony
632,632,2BHKApartment,1,Semi-Furnished,Bachelors,1477 sqft,"12,500","SanathNagar,NH"
633,633,3BHKApartment,2,Semi-Furnished,Bachelors,1200 sqft,"12,000",Neredmet
634,634,3BHKApartment,1,Furnished,Bachelors/Family,1198 sqft,"40,000","MantriCelestia,Gachibowli,OuterRingRoad"
635,635,3BHKApartment,3,Semi-Furnished,Family,1602 sqft,"30,000","MJRGoldenEnclave,Madhapur"
636,636,2BHKApartment,1,Unfurnished,Bachelors,1125 sqft,"11,000","LakshmiNagarColony-HanumanNagarColony,Secunderabad"
637,637,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2000 sqft,"25,000","Barkatpura,Kachiguda,NH"
638,638,3BHKBuilderFloor,2,Semi-Furnished,Family,2500 sqft,"48,000","JayabheriOrangeCounty,GachibowliCUC,OuterRingRoad"
639,639,2BHKApartment,1,Semi-Furnished,Bachelors,1000 sqft,"15,000","Gachibowli,OuterRingRoad"
640,640,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"13,000",Alwal
641,641,2BHKApartment,1,Semi-Furnished,Bachelors,1477 sqft,"21,000","RaghavendraColony,NH"
642,642,3BHKApartment,2,Unfurnished,Bachelors/Family,1685 sqft,"30,000","MyHomesJewel,Miyapur,NH"
643,643,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1550 sqft,"28,000","YellaReddyGuda,NH"
644,644,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"8,000","YellaReddyGuda,NH"
645,645,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2100 sqft,"30,000","AshokNagar,HimayathNagar"
646,646,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1100 sqft,"12,000","Malakpet,NH"
647,647,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1850 sqft,"35,000","HimayathNagar,NH"
648,648,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1100 sqft,"17,500",Kondapur
649,649,3BHKApartment,2,Semi-Furnished,Bachelors,2500 sqft,"47,000","MeenakshisRoyalCourt,BanjaraHills,NH"
650,650,2BHKApartment,2,Semi-Furnished,Bachelors,1040 sqft,"9,500",
651,651,2BHKApartment,2,Semi-Furnished,Family,1364 sqft,"28,000","JainsCarltonCreek,Gachibowli,OuterRingRoad"
652,652,2BHKApartment,2,Furnished,Family,1050 sqft,"17,000","ManikondaSociety,Manikonda,OuterRingRoad"
653,653,3BHKApartment,2,Furnished,Bachelors/Family,1750 sqft,"18,000","Manikonda,OuterRingRoad"
654,654,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1050 sqft,"20,000","KukatpallyHousingBoardColony,NH"
655,655,2BHKBuilderFloor,2,Unfurnished,Bachelors,1100 sqft,"15,000",Chikkadpally
656,656,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"18,000","VasaviResidency,AnandNagar-Khairatabad,NH"
657,657,1BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"9,000",Whitefields
658,658,2BHKApartment,2,Semi-Furnished,Family,1300 sqft,"12,000",RahatNagar-Amberpet
659,659,2BHKApartment,1,Unfurnished,Bachelors/Family,1300 sqft,"12,000","OldAlwal,Secunderabad,SiddipetRoad"
660,660,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1200 sqft,"11,500","Chandanagar,NH"
661,661,2BHKApartment,2,Unfurnished,Bachelors/Family,1200 sqft,"15,600","KukatpallyHousingBoardColony,NH"
662,662,2BHKBuilderFloor,2,Unfurnished,Bachelors,1477 sqft,"9,000",NewMaruthiNagar
663,663,3BHKApartment,1,Unfurnished,Bachelors,1400 sqft,"18,000",FriendsColony
664,664,1BHKPenthouse,1,Unfurnished,Bachelors/Family,1477 sqft,"8,300",Vidyanagar
665,665,2BHKApartment,1,Unfurnished,Family,1060 sqft,"7,000",DrA.S.RaoNagar
666,666,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"6,500","Boduppal,NH"
667,667,2BHKApartment,1,Unfurnished,Bachelors,1175 sqft,"18,500","Manikonda,OuterRingRoad"
668,668,2BHKBuilderFloor,1,Unfurnished,Bachelors,1800 sqft,"11,000","Alkapuri,LBNagar,NH"
669,669,1BHKApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"7,000",Vidyanagar
670,670,2BHKApartment,2,Furnished,Bachelors/Family,1100 sqft,"18,000","Kukatpally,NH"
671,671,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1477 sqft,"11,000",FairLands
672,672,2BHKApartment,1,Unfurnished,Bachelors/Family,1200 sqft,"13,000",SuchitraCircle
673,673,2BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"9,500","Uppal,NH"
674,674,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"15,000",JubileeHills
675,675,2BHKApartment,2,Semi-Furnished,Bachelors/Family,600 sqft,"5,500",Nagole
676,676,3BHKApartment,1,Semi-Furnished,Family,1200 sqft,"22,000",Road#
677,677,2BHKApartment,2,Semi-Furnished,Bachelors,1477 sqft,"17,000","VivekanandaNagar,Kukatpally,NH"
678,678,3BHKApartment,2,Unfurnished,Bachelors,1200 sqft,"13,000","Bachupally,OuterRingRoad"
679,679,3BHKApartment,2,Semi-Furnished,Family,1525 sqft,"25,000","Miyapur,NH"
680,680,2BHKApartment,3,Unfurnished,Bachelors/Family,950 sqft,"15,000",Attapur
681,681,3BHKApartment,2,Furnished,Family,1665 sqft,"35,000",Kondapur
682,682,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1575 sqft,"20,000",Kompally
683,683,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1300 sqft,"17,000",Gachibowliphase
684,684,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1300 sqft,"17,000","Gachibowli,OuterRingRoad"
685,685,2BHKApartment,2,Unfurnished,Bachelors/Family,1200 sqft,"7,000",Sangareddy
686,686,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1050 sqft,"15,000",MasabTank
687,687,2BHKApartment,2,Semi-Furnished,Bachelors/Family,975 sqft,"28,000","KattelMandi,Abids"
688,688,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1521 sqft,"18,000","Miyapur,NH"
689,689,2BHKApartment,1,Furnished,Bachelors/Family,1470 sqft,"25,000",Attapur
690,690,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1650 sqft,"30,000","GopalnagarSociety,Hafeezpet"
691,691,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1360 sqft,"35,000","Kukatpally,NH"
692,692,2BHKBuilderFloor,1,Semi-Furnished,Bachelors/Family,1138 sqft,"20,000","GaganMahal,HimayathNagar,NH"
693,693,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1050 sqft,"16,000","SaiNagar-Komapally,NH"
694,694,3BHKApartment,2,Furnished,Bachelors/Family,1500 sqft,"15,000","SuryaNagarColony,Secunderabad,MedchalRoad"
695,695,2BHKApartment,1,Unfurnished,Bachelors/Family,1000 sqft,"7,500",Meerpet
696,696,2BHKApartment,1,Furnished,Bachelors/Family,1470 sqft,"25,000",Attapur
697,697,3BHKApartment,2,Furnished,Bachelors/Family,1477 sqft,"20,000",RajarajeshwariNagar
698,698,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1220 sqft,"27,000",MasabTank
699,699,2BHKApartment,2,Semi-Furnished,Bachelors/Family,950 sqft,"16,000",Nizampet
700,700,2BHKBuilderFloor,2,Furnished,Bachelors/Family,1150 sqft,"33,000",JagruthiColony
701,701,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2100 sqft,"50,000","Gachibowli,OuterRingRoad"
702,702,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1000 sqft,"20,000",Adibatla
703,703,1BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1477 sqft,"9,000",Allwyn
704,704,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1230 sqft,"35,000","Gachibowli,OuterRingRoad"
705,705,2BHKBuilderFloor,1,Semi-Furnished,Bachelors/Family,1477 sqft,"25,000",FinancialDistrict
706,706,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1500 sqft,"37,000",KakatiyaHillsmadhapur
707,707,2BHKApartment,2,Unfurnished,Bachelors,910 sqft,"20,500","OldNallakunta,NewNallakunta"
708,708,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1300 sqft,"10,000","SunCity,Bandlaguda,ChevellaRoad"
709,709,2BHKApartment,1,Unfurnished,Bachelors/Family,700 sqft,"7,500",Narapally
710,710,3BHKApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"8,000",Medipally
711,711,3BHKApartment,1,Furnished,Bachelors/Family,1477 sqft,"6,500",KPHB
712,712,2BHKApartment,2,Unfurnished,Bachelors/Family,950 sqft,"6,000",BoduppalDwarakanagar
713,713,2BHKApartment,2,Semi-Furnished,Bachelors/Family,800 sqft,"7,000",Balapur
714,714,2BHKApartment,1,Unfurnished,Bachelors/Family,950 sqft,"18,000",Narayanagudamainroad
715,715,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1800 sqft,"15,000",FortViewColony
716,716,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1200 sqft,"18,000",Hyderabad
717,717,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1000 sqft,"21,000",Begumpet
718,718,2BHKApartment,2,Furnished,Bachelors/Family,1519 sqft,"25,000",SuchitraCircle
719,719,3BHKBuilderFloor,2,Furnished,Family,1700 sqft,"22,000","DilsukhNagar,NH"
720,720,3BHKApartment,2,Semi-Furnished,Family,1570 sqft,"24,000",AnjaneyanagarColonymoosapet
721,721,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1350 sqft,"20,000",GandhiNagar-Boiguda
722,722,2BHKApartment,2,Semi-Furnished,Bachelors,1250 sqft,"6,000",Karimnagar
723,723,3BHKApartment,2,Furnished,Bachelors/Family,1477 sqft,"8,000","Hafeezpet,NH"
724,724,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1600 sqft,"20,000",Hyderabad
725,725,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"35,000","AparnaHillparkSilveroaks,Chandanagar,NH"
726,726,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1440 sqft,"22,000",Mettuguda
727,727,3BHKApartment,3,Semi-Furnished,Bachelors,1750 sqft,"27,000","Kaithalapur,Borabanda"
728,728,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1000 sqft,"15,000",ToliChowki
729,729,2BHKApartment,1,Unfurnished,Bachelors/Family,1700 sqft,"9,000",Hyderabad
730,730,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1040 sqft,"15,200",ToliChowki
731,731,3BHKApartment,2,Unfurnished,Bachelors/Family,1385 sqft,"12,000",Nagole
732,732,2BHKApartment,2,Unfurnished,Bachelors/Family,900 sqft,"9,000",BandlagudaJagir
733,733,2BHKBuilderFloor,1,Unfurnished,Bachelors/Family,950 sqft,"10,000",Sainikpuri
734,734,3BHKApartment,1,Semi-Furnished,Family,2100 sqft,"18,000","HyderShahKote,ChevellaRoad"
735,735,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1350 sqft,"16,000","RamnagarGundu,Adikmet,NH"
736,736,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1314 sqft,"34,000","MyHomeAvatar,Narsingi,OuterRingRoad"
737,737,3BHKApartment,2,Unfurnished,Bachelors/Family,1600 sqft,"30,000","TanashaNagar,OuterRingRoad"
738,738,3BHKApartment,2,Furnished,Bachelors/Family,2000 sqft,"18,500",Bowenpally
739,739,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"20,000",SDRoad
740,740,3BHKApartment,2,Furnished,Bachelors/Family,1740 sqft,"15,000","Dullapally,NH"
741,741,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1800 sqft,"25,000","Kukatpally,NH"
